micro_cluster_id	keyword_seq	keyword
112	9	antiretroviral therapy
112	10	immune response
113	1	Dental Materials
113	2	Restorative Dentistry
113	3	Adhesive Bonding
113	4	Composite Resins
113	5	Ceramic Restorations
113	6	Dentin Structure
113	7	CAD/CAM Technology
113	8	Polymerization Shrinkage
113	9	Clinical Trials
113	10	Tooth Restoration
114	1	Gait Speed
114	2	Fall Risk
114	3	Elderly
114	4	Balance Control
114	5	Falls Prevention
114	6	Physical Performance
114	7	Parkinson's Disease
114	8	Postural Stability
114	9	Timed Up & Go Test
114	10	Muscle Strength
115	1	Corporate Social Responsibility
115	2	Financial Performance
115	3	Stakeholder Theory
115	4	Sustainability Reporting
115	5	Environmental Disclosure
115	6	Shareholder Value
115	7	Business Ethics
115	8	Socially Responsible Investment
115	9	Strategic Corporate Social Responsibility
115	10	Institutional Theory
116	1	Sperm DNA Fragmentation
116	2	Oxidative Stress
116	3	Spermatogonial Stem Cells
116	4	Testicular Function
116	5	Reproductive Hormones
116	6	Sperm Quality
116	7	Germ Cell Development
116	8	Androgen Receptor
116	9	Semen Analysis
116	10	Fertility Trends
117	1	Combustion
117	2	Chemical Kinetics
117	3	Soot Formation
117	4	Internal Combustion Engines
117	5	Fuel Chemistry
117	6	Oxidation Mechanism
117	7	Laminar Flame Speeds
117	8	Hydrocarbon Fuels
117	9	Emissions
117	10	Biofuels
118	1	SARS-CoV-2
118	2	coronavirus
118	3	vaccine
118	4	spike protein
118	5	antibody
118	6	pandemic
118	7	immunity
118	8	mutation
118	9	ACE2 receptor
118	10	viral transmission
119	1	Sustainability Transitions
119	2	Resilience
119	3	Social-Ecological Systems
119	4	Adaptive Governance
119	5	Climate Change Adaptation
119	6	Renewable Energy
119	7	Policy Mixes
119	8	Scenario Planning
119	9	Transition Management
119	10	Socio-Technical Perspective
120	1	Bacterial Physiology
120	2	Gene Regulation
120	3	Antibiotic Resistance
120	4	Cellular Homeostasis
120	5	Signal Transduction
120	6	Bacterial Genetics
120	7	Membrane Proteins
120	8	RNA Regulation
120	9	Iron Metabolism
120	10	Microbial Persistence
121	1	Building Energy Consumption
121	2	Thermal Comfort
121	3	Energy Simulation
121	4	Model Predictive Control
121	5	Sustainable Buildings
121	6	Occupant Behavior
121	7	Climate Change Impact
121	8	Artificial Neural Networks
121	9	Energy Efficiency
121	10	Building Performance
122	1	Polycyclic Aromatic Hydrocarbons
122	2	Brominated Flame Retardants
122	3	Aryl Hydrocarbon Receptor
122	4	Organophosphorus Flame Retardants
122	5	Dioxins and Dioxin-Like Compounds
122	6	Bioaccumulation
122	7	Environmental Exposure
122	8	Toxicity
122	9	Human Health Effects
122	10	Global Distribution
123	1	DNA Damage
123	2	Repair
123	3	Genomic Instability
123	4	ATM and ATR Kinases
123	5	Homologous Recombination
123	6	Cell Cycle Checkpoints
123	7	Cancer
123	8	Histone H2AX
123	9	Chromatin
123	10	Genome Stability
124	1	Prostate Cancer
124	2	Screening
124	3	Radiation Therapy
124	4	Gleason Grading
124	5	MRI Imaging
124	6	Androgen Suppression
124	7	Biopsy
124	8	Survival Rates
124	9	Genetic Variants
124	10	Clinical Guidelines
125	1	MIMO-OFDM
125	2	space-time coding
125	3	channel estimation
125	4	wireless communications
125	5	fading channels
125	6	turbo codes
125	7	frequency domain equalization
125	8	antenna selection
125	9	iterative decoding
125	10	signal constellations
126	1	Static Analysis
126	2	Formal Verification
126	3	Type Inference
126	4	Memory Management
126	5	Concurrency
126	6	Garbage Collection
126	7	Separation Logic
126	8	Model Checking
126	9	Abstract Interpretation
126	10	Programming Language Semantics
127	1	Banking
127	2	Finance
127	3	Liquidity
127	4	Credit
127	5	Regulation
127	6	Systemic Risk
127	7	Monetary Policy
127	8	Small Business Lending
127	9	Financial Crises
127	10	Interbank Market
128	1	International Trade
128	2	Productivity
128	3	Trade Liberalization
128	4	Firm-Level Data
128	5	Globalization
128	6	Exporting
128	7	Technology
128	8	Market Size
128	9	Innovation
128	10	Economic Development
129	1	Glioblastoma
129	2	Temozolomide
129	3	IDH Mutation
129	4	Radiotherapy
129	5	Molecular Classification
129	6	MGMT Promoter Methylation
129	7	Medulloblastoma
129	8	Brain Tumor Epidemiology
129	9	Immunotherapy
129	10	Neuro-Oncology
130	1	Pedagogical Content Knowledge
130	2	Teacher Knowledge
130	3	Technological Pedagogical Content Knowledge
130	4	Mathematics Instruction
130	5	Teacher Professional Development
130	6	Educational Technology
130	7	Classroom Discourse
130	8	Teacher Learning
130	9	Lesson Study
130	10	Mathematics Education
131	1	Plasmonic Nanoparticles
131	2	Gold Nanoparticles
131	3	Surface-Enhanced Raman Spectroscopy
131	4	Nanomedicine
131	5	Biosensing
131	6	Photothermal Therapy
131	7	Nanofabrication
131	8	Nanoscale Optical Devices
131	9	Biomedical Applications
131	10	Molecular Sensing
132	1	Ceramic Materials
132	2	Sintering
132	3	Spark Plasma Sintering
132	4	High-Temperature Applications
132	5	Composite Materials
132	6	Nanocrystalline Ceramics
132	7	Oxidation Resistance
132	8	Porous Ceramics
132	9	Ultra-High Temperature Ceramics (UHTCs)
132	10	Material Properties
133	1	Media Framing
133	2	Agenda Setting
133	3	Journalism Culture
133	4	Mass Communication
133	5	Mediatization
133	6	News Media
133	7	Content Analysis
133	8	Political Communication
133	9	Digital Journalism
133	10	Cultural Production
134	1	Inflammatory Bowel Disease
134	2	Crohn's Disease
134	3	Ulcerative Colitis
134	4	Genetics
134	5	Immunology
134	6	Therapies
134	7	Epidemiology
134	8	Pathogenesis
134	9	Biological Therapies
134	10	Mucosal Healing
135	1	Jasmonate Signaling
135	2	Herbivore-Induced Plant Volatiles
135	3	Biological Control
135	4	Plant Defense
135	5	Insect Herbivores
135	6	Pesticide Effects
135	7	Arthropod Pests
135	8	Host Plant Selection
135	9	Predator Diversity
135	10	Phytohormones
136	1	Regularization
136	2	Variable Selection
136	3	Lasso
136	4	Model Selection
136	5	High-Dimensional Data
136	6	Sparse Models
136	7	Covariance Estimation
136	8	Survival Analysis
136	9	Random Forests
136	10	Bayesian Methods
137	1	Multiple Sclerosis
137	2	Diagnostic Criteria
137	3	Neuromyelitis Optica
137	4	Demyelination
137	5	Immune Mechanisms
137	6	Genetic Risk
137	7	B-Cell Depletion
137	8	Cognitive Impairment
137	9	Axonal Injury
137	10	Autoimmune Pathology
138	1	Congestion Control
138	2	TCP
138	3	Active Queue Management
138	4	Network Performance
138	5	Bandwidth Estimation
138	6	Internet Topology
138	7	Multicast Routing
138	8	Delay Analysis
138	9	Wireless Networks
138	10	QoS Routing
139	1	Heavy Metals
139	2	Contamination
139	3	Soil
139	4	Health Risk
139	5	Remediation
139	6	Bioavailability
139	7	Sediment
139	8	Pollution
139	9	Toxicity
139	10	Urban
140	1	Dietary Fiber
140	2	Glycemic Index
140	3	Starch
140	4	Health Benefits
140	5	Whole Grain
140	6	Resistant Starch
140	7	Physicochemical Properties
140	8	Metabolic Health
140	9	Cereal Grains
140	10	Rheological Properties
141	1	Probiotics
141	2	Prebiotics
141	3	Lactic Acid Bacteria
141	4	Microbiota
141	5	Gut Health
141	6	Bacteriocins
141	7	Fermented Foods
141	8	Immune Modulation
141	9	Dietary Modulation
141	10	Clinical Trials
142	1	Model Checking
142	2	Symbolic Model Checker
142	3	Satisfiability Modulo Theories
142	4	Temporal Logic
142	5	Hybrid Systems
142	6	Automata
142	7	Safety Verification
142	8	Control Barrier Functions
142	9	Runtime Verification
142	10	Probabilistic Systems
143	1	COPD
143	2	spirometry
143	3	lung function
143	4	pulmonary disease
143	5	global burden
143	6	respiratory
143	7	obstruction
143	8	exacerbations
143	9	management
143	10	diagnosis
144	1	Hypertension
144	2	Blood Pressure
144	3	Cardiovascular Disease
144	4	Antihypertensive Drugs
144	5	Renal Denervation
144	6	Diabetes Mellitus
144	7	Global Burden
144	8	Clinical Guidelines
144	9	Cardiovascular Events
144	10	Risk Factors
145	1	Brand Trust
145	2	Consumer Behavior
145	3	Brand Equity
145	4	Brand Community
145	5	Consumer Culture Theory
145	6	Brand Attachment
145	7	Luxury Brands
145	8	Materialism
145	9	Sponsorship Effects
145	10	Ethnocentrism
146	1	Human Papillomavirus
146	2	Cervical Cancer
146	3	HPV Vaccination
146	4	Epidemiology
146	5	Cancer Incidence
146	6	Cytology Screening
146	7	Viral Oncoproteins
146	8	Carcinogenicity
146	9	Genotype Distribution
146	10	Global Burden
147	1	Antibiotic Resistance
147	2	Multidrug-Resistant Bacteria
147	3	ESKAPE Pathogens
147	4	Carbapenemases
147	5	Plasmid-Mediated Resistance
147	6	Efflux Pumps
147	7	Gram-Negative Bacteria
147	8	Antimicrobial Resistance Genes
147	9	Extended-Spectrum ß-Lactamases
147	10	Acinetobacter baumannii
148	1	Massive MIMO
148	2	Cellular Networks
148	3	Interference Alignment
148	4	Device-to-Device Communication
148	5	Green Cellular Networks
148	6	Spectral Efficiency
148	7	Multiuser MIMO
148	8	Energy Efficiency
148	9	Heterogeneous Networks
148	10	Coordinated Multipoint
149	1	Globalization
149	2	Neoliberalism
149	3	Governmentality
149	4	Ethnography
149	5	Structural Violence
149	6	Cultural Critique
149	7	Colonialism
149	8	Religious Life
149	9	Spatialities
149	10	Cultural Anthropology
150	1	Invasive Fungal Infections
150	2	Candidiasis
150	3	Aspergillosis
150	4	Antifungal Therapy
150	5	Mucormycosis
150	6	Biofilm Formation
150	7	Antifungal Resistance
150	8	Epidemiology
150	9	Immunocompromised Patients
150	10	Diagnostic Methods
151	1	Hepatitis C Virus
151	2	Treatment
151	3	Ribavirin
151	4	Interferon
151	5	Viral Clearance
151	6	Genetic Variation
151	7	Epidemiology
151	8	Liver Disease
151	9	Immune Response
151	10	Antiviral Therapy
152	1	Amino Acids
152	2	Gut Microbiota
152	3	Probiotics
152	4	Antibiotic Alternatives
152	5	Poultry Production
152	6	Digestive Health
152	7	Feed Additives
152	8	Heat Stress
152	9	Intestinal Barrier
152	10	Enzyme Supplementation
153	1	Public Action
153	2	Professional Practices
153	3	Sociological Analysis
153	4	Work Activity
153	5	Social Inequalities
153	6	Educational Policies
153	7	Organizational Dynamics
153	8	Gender Studies
153	9	Ethnographic Research
153	10	Social Recognition
154	1	Customer Satisfaction
154	2	Service Quality
154	3	Perceived Value
154	4	Relationship Marketing
154	5	Customer Loyalty
154	6	Switching Costs
154	7	Trust and Commitment
154	8	Service Recovery
154	9	Emotional Responses
154	10	Business-to-Business Relationships
155	1	Nitric Oxide
155	2	Endothelial Dysfunction
155	3	Oxidative Stress
155	4	Cardiovascular Diseases
155	5	Reactive Oxygen Species
155	6	NAD(P)H Oxidase
155	7	Atherosclerosis
155	8	Vascular Function
155	9	Inflammation
155	10	Mitochondrial Biogenesis
156	1	Intersectionality
156	2	LGBTQ+
156	3	Mental Health
156	4	Stigma
156	5	Discrimination
156	6	Gender Identity
156	7	Social Stress
156	8	Minority Stress
156	9	Health Disparities
156	10	Sexual Orientation
157	1	Training Load
157	2	Performance Analysis
157	3	Resistance Training
157	4	Physiological Demands
157	5	Soccer Performance
157	6	Muscle Adaptations
157	7	High-Intensity Interval Training
157	8	Neuromuscular Fatigue
157	9	Metabolic Responses
157	10	Athlete Monitoring
158	1	Immune Checkpoint Blockade
158	2	PD-1 and PD-L1
158	3	Tumor Microenvironment
158	4	Tumor Mutational Burden
158	5	Immune-related Adverse Events
158	6	T-cell Exhaustion
158	7	Neoantigens
158	8	Biomarkers for Immunotherapy
158	9	Combination Therapies
158	10	Cancer Immunoediting
159	1	Magnetosphere
159	2	Ionosphere
159	3	Solar Wind
159	4	Geomagnetic Storms
159	5	Radiation Belts
159	6	Magnetic Reconnection
159	7	Plasma Waves
159	8	Space Environment Modeling
159	9	Electron Acceleration
159	10	Gravity Waves
160	1	Seismic Engineering
160	2	Ground Motion
160	3	Probabilistic Analysis
160	4	Structural Dynamics
160	5	Earthquake Hazard
160	6	Performance-Based Design
160	7	Fragility Functions
160	8	Dynamic Analysis
160	9	Seismic Retrofit
160	10	Empirical Models
161	1	Rock Mechanics
161	2	Fracture
161	3	Acoustic Emission
161	4	Numerical Modelling
161	5	Brittle Failure
161	6	Damage Propagation
161	7	Dynamic Behavior
161	8	Compressive Strength
161	9	Tunnel Design
161	10	Geomechanics
162	1	Blended Learning
162	2	Online Learning
162	3	Distance Education
162	4	Student Satisfaction
162	5	Community of Inquiry
162	6	E-Learning
162	7	Instructional Design
162	8	Social Presence
162	9	Cognitive Engagement
162	10	Virtual Learning Environments
163	1	Platinum-Based Drugs
163	2	Cisplatin Resistance
163	3	Metal Complexes
163	4	Anticancer Agents
163	5	Molecular Mechanisms
163	6	DNA Interactions
163	7	Ruthenium Compounds
163	8	Chemical Biology
163	9	Drug Development
163	10	Cellular Processing
164	1	Supply Chain Management
164	2	Lean Manufacturing
164	3	Performance Measurement
164	4	Collaborative Relationships
164	5	Total Quality Management
164	6	Agile Supply Chains
164	7	Information Sharing
164	8	Supplier Development
164	9	Integration Strategies
164	10	Continuous Improvement
165	1	Ancient Rome
165	2	Greek Literature
165	3	Economic History
165	4	Roman Empire
165	5	Mediterranean Society
165	6	Classical Antiquity
165	7	Demography
165	8	Ancient Poetry
165	9	Roman Religion
165	10	Late Antiquity
166	1	Arboviral Diseases
166	2	Zika Virus
166	3	Dengue
166	4	Mosquito-borne
166	5	Epidemiology
166	6	Microcephaly
166	7	Vaccine Development
166	8	Flaviviruses
166	9	Vector Control
166	10	Neurological Manifestations
167	1	Influenza
167	2	Virus
167	3	Epidemiology
167	4	H1N1
167	5	Pandemic
167	6	Vaccines
167	7	Respiratory
167	8	Genomics
167	9	Pathogenesis
167	10	Antibodies
168	1	COVID-19
168	2	mental health
168	3	anxiety
168	4	depression
168	5	pandemic
168	6	quarantine
168	7	psychological impact
168	8	healthcare workers
168	9	social isolation
168	10	psychological distress
169	1	Ras Signaling
169	2	Protein Kinases
169	3	GTPases
169	4	Cell Regulation
169	5	Cancer Therapy
169	6	Calcium Signaling
169	7	Phospholipase C
169	8	Cell Migration
169	9	Oncogenic Mutations
169	10	Transcriptional Regulation
170	1	Macular Degeneration
170	2	Retinal Pigment Epithelium
170	3	Diabetic Retinopathy
170	4	Oxidative Stress
170	5	Vascular Endothelial Growth Factor
170	6	Choroidal Thickness
170	7	Intravitreal Injection
170	8	Complement Factor H Polymorphism
170	9	Optical Coherence Tomography Angiography
170	10	Inflammation
171	1	Pretreatment
171	2	Enzymatic Hydrolysis
171	3	Lignocellulosic Biomass
171	4	Bioethanol Production
171	5	Cellulase Enzymes
171	6	Biorefinery Concept
171	7	Biomass Recalcitrance
171	8	Ethanol Fermentation
171	9	Ionic Liquid Pretreatment
171	10	Global Bioenergy Potential
172	1	Transcatheter Aortic-Valve Replacement
172	2	Surgical Aortic-Valve Replacement
172	3	Valvular Regurgitation
172	4	Echocardiography Guidelines
172	5	Aortic Stenosis
172	6	Mitral Regurgitation
172	7	Prosthetic Valves Evaluation
172	8	Heart Valve Surgery
172	9	EuroSCORE
172	10	Cardiac Surgery Risk Models
173	1	High-Order Schemes
173	2	Turbulence Modeling
173	3	Shock-Wave Interactions
173	4	Adaptive Mesh Refinement
173	5	Supersonic Combustion
173	6	Finite Volume Methods
173	7	Detached-Eddy Simulation
173	8	Hyperbolic Conservation Laws
173	9	Aerostructural Analysis
173	10	Radial Basis Functions
174	1	Phenotypic Plasticity
174	2	Natural Selection
174	3	Evolutionary Dynamics
174	4	Behavioral Syndromes
174	5	Mate Choice
174	6	Reproductive Strategies
174	7	Genetic Variation
174	8	Adaptive Evolution
174	9	Life History Trade-offs
174	10	Ecological Interactions
175	1	Power Electronics
175	2	DC-DC Converters
175	3	High-Frequency Power Conversion
175	4	Renewable Energy Integration
175	5	Solid-State Transformers
175	6	Electric Vehicle Charging
175	7	Isolated Bidirectional Converters
175	8	Switched-Capacitor Circuits
175	9	Voltage Boosting Techniques
175	10	Digital Control
176	1	Mesenchymal Stem Cells
176	2	Multipotent
176	3	Regeneration
176	4	Immunomodulation
176	5	Therapeutic
176	6	Differentiation
176	7	Isolation
176	8	Transplantation
176	9	Cardiac Repair
176	10	Stromal Cells
177	1	Palliative Care
177	2	End-of-Life
177	3	Advance Care Planning
177	4	Family Perspectives
177	5	Quality of Dying
177	6	Communication Strategies
177	7	Prognostic Disclosure
177	8	ICU Care
177	9	Ethical Considerations
177	10	Health Care Costs
178	1	Cancer Survivorship
178	2	Quality of Life
178	3	Patient-Reported Outcomes
178	4	Depression
178	5	Anxiety
178	6	Physical Activity
178	7	Psychosocial Interventions
178	8	Symptom Management
178	9	Health-related Quality of Life
178	10	Fatigue
179	1	Graphene
179	2	Carbon-Based Materials
179	3	Electrochemical Capacitors
179	4	Pseudocapacitive Materials
179	5	Energy Storage
179	6	Nanomaterials
179	7	Flexible Supercapacitors
179	8	Metal-Organic Frameworks
179	9	High-Performance Electrodes
179	10	Hybrid Energy Storage
180	1	Molecularly Imprinted Polymers
180	2	Solid-Phase Microextraction
180	3	Dispersive Liquid-Liquid Microextraction
180	4	Green Analytical Chemistry
180	5	Sample Preparation Techniques
180	6	Metal Ion-Imprinted Polymers
180	7	Carbon Nanotubes
180	8	Ionic Liquids
180	9	Inductively Coupled Plasma Mass Spectrometry
180	10	Biosensing
181	1	Statistical Machine Translation
181	2	Neural Machine Translation
181	3	Dependency Parsing
181	4	Word Sense Disambiguation
181	5	Part-of-Speech Tagging
181	6	Corpus Linguistics
181	7	Syntax-based Translation Models
181	8	Multilingual Neural Machine Translation
181	9	Lexical Database
181	10	Language Modeling
182	1	Emotion Regulation
182	2	Psychopathology
182	3	Children
182	4	Adolescents
182	5	Developmental Trajectories
182	6	Mental Health
182	7	Parenting
182	8	Anxiety Disorders
182	9	Depression
182	10	Behavioral Problems
183	1	Gene Expression
183	2	Breast Tumours
183	3	Treatment Response
183	4	Molecular Subtypes
183	5	Prognostic Markers
183	6	Neoadjuvant Therapy
183	7	Radiotherapy
183	8	Hormone Receptors
183	9	Survival Analysis
183	10	Clinical Practice Guidelines
184	1	Plant
184	2	Development
